Iteración,Agente,Posición,Energía,Sed,Edad,Tiene Hambre,Tiene Sed,Ha Comido,Ha Bebido,Muerto,Causa de Muerte
14,0,"(2, 8)",8,12,14,False,True,True,True,False,
14,1,"(9, 4)",3,12,14,True,True,True,True,False,
14,2,"(5, 8)",1,12,14,True,True,True,True,True,Energía
14,3,"(6, 1)",4,12,14,True,True,True,True,False,
14,4,"(3, 3)",4,12,14,True,True,True,True,False,
15,0,"(2, 8)",7,11,15,True,True,True,True,False,
15,1,"(9, 3)",2,11,15,True,True,True,True,False,
15,2,,0,11,-1,True,True,False,False,True,Energía
15,3,"(6, 0)",3,11,15,True,True,True,True,False,
15,4,"(2, 3)",3,11,15,True,True,True,True,False,
16,0,"(1, 7)",6,10,16,True,True,True,True,False,
16,1,"(9, 4)",1,10,16,True,True,True,True,True,Energía
16,2,,0,11,-1,True,True,False,False,True,Energía
16,3,"(6, 1)",2,20,16,True,False,True,True,False,
16,4,"(3, 3)",2,20,16,True,False,True,True,False,
17,0,"(0, 7)",10,9,17,False,True,True,True,False,
17,1,,0,9,-1,True,True,False,False,True,Energía
17,2,,0,11,-1,True,True,False,False,True,Energía
17,3,"(7, 1)",1,19,17,True,False,True,True,True,Energía
17,4,"(3, 3)",1,19,17,True,False,True,True,True,Energía
18,0,"(0, 6)",9,8,18,False,True,True,True,False,
18,1,,0,9,-1,True,True,False,False,True,Energía
18,2,,0,11,-1,True,True,False,False,True,Energía
18,3,,0,18,-1,True,False,False,False,True,Energía
18,4,,0,18,-1,True,False,False,False,True,Energía
19,0,"(1, 6)",8,7,19,False,True,True,True,False,
19,1,,0,9,-1,True,True,False,False,True,Energía
19,2,,0,11,-1,True,True,False,False,True,Energía
19,3,,0,18,-1,True,False,False,False,True,Energía
19,4,,0,18,-1,True,False,False,False,True,Energía
20,0,"(2, 5)",7,6,20,True,True,True,True,False,
20,1,,0,9,-1,True,True,False,False,True,Energía
20,2,,0,11,-1,True,True,False,False,True,Energía
20,3,,0,18,-1,True,False,False,False,True,Energía
20,4,,0,18,-1,True,False,False,False,True,Energía
21,0,"(1, 6)",6,5,21,True,True,True,True,False,
21,1,,0,9,-1,True,True,False,False,True,Energía
21,2,,0,11,-1,True,True,False,False,True,Energía
21,3,,0,18,-1,True,False,False,False,True,Energía
21,4,,0,18,-1,True,False,False,False,True,Energía
22,0,"(0, 7)",10,4,22,False,True,True,True,False,
22,1,,0,9,-1,True,True,False,False,True,Energía
22,2,,0,11,-1,True,True,False,False,True,Energía
22,3,,0,18,-1,True,False,False,False,True,Energía
22,4,,0,18,-1,True,False,False,False,True,Energía
23,0,"(0, 8)",9,3,23,False,True,True,True,False,
23,1,,0,9,-1,True,True,False,False,True,Energía
23,2,,0,11,-1,True,True,False,False,True,Energía
23,3,,0,18,-1,True,False,False,False,True,Energía
23,4,,0,18,-1,True,False,False,False,True,Energía
24,0,"(0, 8)",8,2,24,False,True,True,True,False,
24,1,,0,9,-1,True,True,False,False,True,Energía
24,2,,0,11,-1,True,True,False,False,True,Energía
24,3,,0,18,-1,True,False,False,False,True,Energía
24,4,,0,18,-1,True,False,False,False,True,Energía
25,0,"(0, 8)",7,1,25,True,True,True,True,True,Sed
25,1,,0,9,-1,True,True,False,False,True,Energía
25,2,,0,11,-1,True,True,False,False,True,Energía
25,3,,0,18,-1,True,False,False,False,True,Energía
25,4,,0,18,-1,True,False,False,False,True,Energía
