Iteración,Agente,Posición,Energía,Sed,Edad,Tiene Hambre,Tiene Sed,Ha Comido,Ha Bebido,Muerto,Causa de Muerte
16,3,"(2, 5)",8,10,16,False,True,True,True,False,
17,0,,0,3,12,True,True,False,False,True,Energía
17,1,,7,0,15,True,True,False,False,True,Sed
17,2,,8,0,15,False,True,False,False,True,Sed
17,3,"(1, 5)",7,9,17,True,True,True,True,False,
18,0,,0,3,12,True,True,False,False,True,Energía
18,1,,7,0,15,True,True,False,False,True,Sed
18,2,,8,0,15,False,True,False,False,True,Sed
18,3,"(2, 6)",6,8,18,True,True,True,True,False,
19,0,,0,3,12,True,True,False,False,True,Energía
19,1,,7,0,15,True,True,False,False,True,Sed
19,2,,8,0,15,False,True,False,False,True,Sed
19,3,"(3, 7)",10,7,19,False,True,True,True,False,
20,0,,0,3,12,True,True,False,False,True,Energía
20,1,,7,0,15,True,True,False,False,True,Sed
20,2,,8,0,15,False,True,False,False,True,Sed
20,3,"(2, 7)",9,6,20,False,True,True,True,False,
21,0,,0,3,12,True,True,False,False,True,Energía
21,1,,7,0,15,True,True,False,False,True,Sed
21,2,,8,0,15,False,True,False,False,True,Sed
21,3,"(2, 7)",8,5,21,False,True,True,True,False,
22,0,,0,3,12,True,True,False,False,True,Energía
22,1,,7,0,15,True,True,False,False,True,Sed
22,2,,8,0,15,False,True,False,False,True,Sed
22,3,"(1, 7)",7,4,22,True,True,True,True,False,
23,0,,0,3,12,True,True,False,False,True,Energía
23,1,,7,0,15,True,True,False,False,True,Sed
23,2,,8,0,15,False,True,False,False,True,Sed
23,3,"(1, 8)",6,3,23,True,True,True,True,False,
24,0,,0,3,12,True,True,False,False,True,Energía
24,1,,7,0,15,True,True,False,False,True,Sed
24,2,,8,0,15,False,True,False,False,True,Sed
24,3,"(2, 8)",5,2,24,True,True,True,True,False,
25,0,,0,3,12,True,True,False,False,True,Energía
25,1,,7,0,15,True,True,False,False,True,Sed
25,2,,8,0,15,False,True,False,False,True,Sed
25,3,"(2, 8)",4,1,25,True,True,True,True,True,Sed
