Iteración,Agente,Posición,Energía,Sed,Edad,Tiene Hambre,Tiene Sed,Ha Comido,Ha Bebido,Muerto,Causa de Muerte
9,2,"(1, 8)",9,7,9,False,True,True,False,False,
9,3,"(0, 5)",5,7,9,True,True,True,False,False,
9,4,"(4, 8)",8,7,9,False,True,True,False,False,
10,0,"(3, 0)",6,16,10,True,False,True,True,False,
10,1,"(9, 9)",8,16,10,False,False,True,True,False,
10,2,"(1, 8)",8,6,10,False,True,True,False,False,
10,3,"(1, 5)",4,6,10,True,True,True,False,False,
10,4,"(3, 8)",7,6,10,True,True,True,False,False,
11,0,"(2, 0)",10,15,11,False,False,True,True,False,
11,1,"(8, 9)",7,15,11,True,False,True,True,False,
11,2,"(1, 7)",7,5,11,True,True,True,False,False,
11,3,"(0, 5)",3,5,11,True,True,True,False,False,
11,4,"(2, 8)",6,5,11,True,True,True,False,False,
12,0,"(2, 0)",9,14,12,False,False,True,True,False,
12,1,"(9, 8)",11,14,12,False,False,True,True,False,
12,2,"(1, 6)",6,4,12,True,True,True,False,False,
12,3,"(0, 4)",2,4,12,True,True,True,False,False,
12,4,"(1, 8)",5,4,12,True,True,True,False,False,
13,0,"(2, 1)",8,13,13,False,False,True,True,False,
13,1,"(9, 8)",10,13,13,False,False,True,True,False,
13,2,"(2, 6)",5,3,13,True,True,True,False,False,
13,3,"(0, 3)",1,3,13,True,True,True,False,True,Energía
13,4,"(1, 9)",4,3,13,True,True,True,False,False,
14,0,"(2, 1)",7,12,14,True,True,True,True,False,
14,1,"(9, 8)",9,12,14,False,True,True,True,False,
14,2,"(3, 6)",9,2,14,False,True,True,False,False,
14,3,,0,2,-1,True,True,False,False,True,Energía
14,4,"(1, 8)",3,2,14,True,True,True,False,False,
15,0,"(3, 2)",6,11,15,True,True,True,True,False,
15,1,"(8, 7)",8,11,15,False,True,True,True,False,
15,2,"(3, 5)",8,1,15,False,True,True,False,True,Sed
15,3,,0,2,-1,True,True,False,False,True,Energía
15,4,"(0, 8)",2,1,15,True,True,True,False,True,Sed
16,0,"(4, 2)",10,20,16,False,False,True,True,False,
16,1,"(7, 6)",7,20,16,True,False,True,True,False,
16,2,,7,0,-1,True,True,False,False,True,Sed
16,3,,0,2,-1,True,True,False,False,True,Energía
16,4,,1,0,-1,True,True,False,False,True,Sed
17,0,"(3, 2)",9,19,17,False,False,True,True,False,
17,1,"(7, 7)",6,19,17,True,False,True,True,False,
17,2,,7,0,-1,True,True,False,False,True,Sed
17,3,,0,2,-1,True,True,False,False,True,Energía
17,4,,1,0,-1,True,True,False,False,True,Sed
18,0,"(3, 3)",8,18,18,False,False,True,True,False,
18,1,"(7, 7)",5,18,18,True,False,True,True,False,
18,2,,7,0,-1,True,True,False,False,True,Sed
18,3,,0,2,-1,True,True,False,False,True,Energía
18,4,,1,0,-1,True,True,False,False,True,Sed
19,0,"(3, 3)",7,17,19,True,False,True,True,False,
19,1,"(7, 8)",4,17,19,True,False,True,True,False,
19,2,,7,0,-1,True,True,False,False,True,Sed
19,3,,0,2,-1,True,True,False,False,True,Energía
19,4,,1,0,-1,True,True,False,False,True,Sed
20,0,"(3, 4)",6,16,20,True,False,True,True,False,
20,1,"(6, 8)",3,16,20,True,False,True,True,False,
20,2,,7,0,-1,True,True,False,False,True,Sed
20,3,,0,2,-1,True,True,False,False,True,Energía
20,4,,1,0,-1,True,True,False,False,True,Sed
21,0,"(3, 5)",5,15,21,True,False,True,True,False,
21,1,"(6, 7)",2,15,21,True,False,True,True,False,
21,2,,7,0,-1,True,True,False,False,True,Sed
21,3,,0,2,-1,True,True,False,False,True,Energía
21,4,,1,0,-1,True,True,False,False,True,Sed
22,0,"(3, 4)",4,14,22,True,False,True,True,False,
22,1,"(5, 7)",1,14,22,True,False,True,True,True,Energía
22,2,,7,0,-1,True,True,False,False,True,Sed
22,3,,0,2,-1,True,True,False,False,True,Energía
22,4,,1,0,-1,True,True,False,False,True,Sed
23,0,"(2, 4)",3,13,23,True,False,True,True,False,
23,1,,0,13,-1,True,False,False,False,True,Energía
23,2,,7,0,-1,True,True,False,False,True,Sed
23,3,,0,2,-1,True,True,False,False,True,Energía
23,4,,1,0,-1,True,True,False,False,True,Sed
24,0,"(3, 4)",2,12,24,True,True,True,True,False,
24,1,,0,13,-1,True,False,False,False,True,Energía
24,2,,7,0,-1,True,True,False,False,True,Sed
24,3,,0,2,-1,True,True,False,False,True,Energía
24,4,,1,0,-1,True,True,False,False,True,Sed
25,0,"(3, 3)",1,11,25,True,True,True,True,True,Energía
25,1,,0,13,-1,True,False,False,False,True,Energía
25,2,,7,0,-1,True,True,False,False,True,Sed
25,3,,0,2,-1,True,True,False,False,True,Energía
25,4,,1,0,-1,True,True,False,False,True,Sed
